Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7)
    13,  2.0646e+02,  1.0518049507118271e-01, -8.0114027988263906e-02,  1.6533153711114101e-01, -8.3537464146306150e-03,  1.0944899069220293e-01,  8.0797520969724090e-02,  1.4414779444365408e-01, -8.6273020976958305e-03
    14,  2.0646e+02,  1.0518049507118271e-01, -8.0114027988263906e-02,  1.6533153711114101e-01, -8.3547464146306143e-03,  1.0945993559127215e-01,  8.0797520969724090e-02,  1.4414779444365408e-01, -8.6273020976958305e-03
    15,  2.0646e+02,  1.0518049507118271e-01, -8.0114027988263906e-02,  1.6533153711114101e-01, -8.3547464146306143e-03,  1.0944899069220293e-01,  8.0805600721821066e-02,  1.4414779444365408e-01, -8.6273020976958305e-03
    16,  2.0646e+02,  1.0518049507118271e-01, -8.0114027988263906e-02,  1.6533153711114101e-01, -8.3547464146306143e-03,  1.0944899069220293e-01,  8.0797520969724090e-02,  1.4416220922309844e-01, -8.6273020976958305e-03
    17,  2.0646e+02,  1.0518049507118271e-01, -8.0114027988263906e-02,  1.6533153711114101e-01, -8.3547464146306143e-03,  1.0944899069220293e-01,  8.0797520969724090e-02,  1.4414779444365408e-01, -8.6263020976958312e-03
    18,  3.1214e+02,  1.0503330858985134e-01, -7.8354560566766054e-02,  1.6532298760910041e-01, -9.8556279106119110e-03,  1.0970103389372143e-01,  8.3916288286330992e-02,  1.4216530770170605e-01, -1.1611704234294551e-02
    19,  3.1214e+02,  1.0504381192071033e-01, -7.8354560566766054e-02,  1.6532298760910041e-01, -9.8556279106119110e-03,  1.0970103389372143e-01,  8.3916288286330992e-02,  1.4216530770170605e-01, -1.1611704234294551e-02
    20,  3.1214e+02,  1.0503330858985134e-01, -7.8346725110709378e-02,  1.6532298760910041e-01, -9.8556279106119110e-03,  1.0970103389372143e-01,  8.3916288286330992e-02,  1.4216530770170605e-01, -1.1611704234294551e-02
    21,  3.1214e+02,  1.0503330858985134e-01, -7.8354560566766054e-02,  1.6533951990786133e-01, -9.8556279106119110e-03,  1.0970103389372143e-01,  8.3916288286330992e-02,  1.4216530770170605e-01, -1.1611704234294551e-02
    22,  3.1214e+02,  1.0503330858985134e-01, -7.8354560566766054e-02,  1.6532298760910041e-01, -9.8546279106119117e-03,  1.0970103389372143e-01,  8.3916288286330992e-02,  1.4216530770170605e-01, -1.1611704234294551e-02
    23,  3.1214e+02,  1.0503330858985134e-01, -7.8354560566766054e-02,  1.6532298760910041e-01, -9.8556279106119110e-03,  1.0971200399711080e-01,  8.3916288286330992e-02,  1.4216530770170605e-01, -1.1611704234294551e-02
    24,  3.1214e+02,  1.0503330858985134e-01, -7.8354560566766054e-02,  1.6532298760910041e-01, -9.8556279106119110e-03,  1.0970103389372143e-01,  8.3924679915159631e-02,  1.4216530770170605e-01, -1.1611704234294551e-02
    25,  3.1214e+02,  1.0503330858985134e-01, -7.8354560566766054e-02,  1.6532298760910041e-01, -9.8556279106119110e-03,  1.0970103389372143e-01,  8.3916288286330992e-02,  1.4217952423247621e-01, -1.1611704234294551e-02
    26,  3.1214e+02,  1.0503330858985134e-01, -7.8354560566766054e-02,  1.6532298760910041e-01, -9.8556279106119110e-03,  1.0970103389372143e-01,  8.3916288286330992e-02,  1.4216530770170605e-01, -1.1610543063871121e-02
